"","county","state","plant_genus_species","MF","abscission_num","barcode","herbarium","month","month_char","day","year","date","leafremoved","skel","stippling","blotch.mine","serpentine.mine","leafminer.oviholes","leaf.galls","leaf.roller","sooty.mould","unknown.lesions","aphids","spidermites","softscaleinsects","decimalLongitude","decimalLatitude","binary_chew","binary_skel","binary_stipp","binary_SM","binary_lgalls","binary_blotchmines","binary_serpmines"
"116","Coos","New Hampshire","vaccinium_angustifolium","AS_Pease","13961",NA,"NEBC",8,"Aug",20,1912,"8/20/1912",1,1,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,1,1,0,0,0,0,0
"117","Coos","New Hampshire","vaccinium_angustifolium","W_Deane",NA,NA,"NEBC",5,"May",19,1904,"5/19/1904",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,0,0,0,0,0,0,0
"118","Coos","New Hampshire","desmodium_canadense","NA_getlater",NA,NA,"NEBC",9,"Sep",3,1915,"9/3/1915",0,0,4,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,0,0,1,0,0,0,0
"119","Coos","New Hampshire","vaccinium_angustifolium","AS_Pease","17071",NA,"NEBC",9,"Sep",5,1917,"9/5/1917",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,0,0,0,0,0,0,0
"120","Coos","New Hampshire","desmodium_canadense","NA_getlater",NA,NA,"Gray",7,"Jul",25,1918,"7/25/1918",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,0,0,0,0,0,0,0
"121","Coos","New Hampshire","vaccinium_angustifolium","AS_Pease","18482",NA,"NEBC",7,"Jul",19,1919,"7/19/1919",2,1,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,1,1,0,0,0,0,0
"122","Coos","New Hampshire","vaccinium_angustifolium","AS_Pease","17825",NA,"GH",8,"Aug",4,1920,"8/4/1920",3,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,1,0,0,0,0,0,0
"123","Coos","New Hampshire","vaccinium_angustifolium","W_Deane",NA,NA,"NEBC",7,"Jul",12,1926,"7/12/1926",1,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,1,0,0,0,0,0,0
"124","Coos","New Hampshire","vaccinium_angustifolium","AS_Pease","29502",NA,"NEBC",6,"Jun",16,1942,"6/16/1942",3,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,1,0,0,0,0,0,0
"125","Coos","New Hampshire","vaccinium_angustifolium","EF_Williams",NA,NA,"GH",8,"Aug",6,1901,"8/6/1901",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,0,0,0,0,0,0,0
"126","Coos","New Hampshire","desmodium_canadense","NA_getlater","29821",NA,"NEBC",9,"Sep",8,1942,"9/8/1942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-71.30575056,44.69113626,NA,NA,NA,NA,NA,NA,NA
"127","Coos","New Hampshire","vaccinium_angustifolium","AS_Pease","30044",NA,"NEBC",6,"Jun",5,1943,"6/5/1943",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,0,0,0,0,0,0,0
"128","Coos","New Hampshire","vaccinium_angustifolium","ET_Harper_SA_Harper",NA,NA,"AA",8,"Aug",14,1895,"8/14/1895",2,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,1,0,0,0,0,0,0
"129","Coos","New Hampshire","vaccinium_angustifolium","EF_Williams",NA,NA,"NEBC",8,"Aug",6,1896,"8/6/1896",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,0,0,0,0,0,0,0
"130","Coos","New Hampshire","vaccinium_angustifolium","AS_Pease","16034",NA,"NEBC",7,"Jul",4,1914,"7/4/1914",1,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,1,0,0,0,0,0,0
"131","Coos","New Hampshire","vaccinium_angustifolium","EF_Williams",NA,NA,"NEBC",7,"Jul",8,1895,"7/8/1895",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,0,0,0,0,0,0,0
"132","Coos","New Hampshire","vaccinium_angustifolium","?","1171",NA,"GH",6,"Jun",24,1898,"6/24/1898",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,0,0,0,0,0,0,0
"133","Coos","New Hampshire","vaccinium_angustifolium","AS_Pease","29523",NA,"NEBC",6,"Jun",16,1942,"6/16/1942",1,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,1,0,0,0,0,0,0
"134","Coos","New Hampshire","vaccinium_angustifolium","EF_Williams",NA,NA,"NEBC",8,"Aug",6,1896,"8/6/1896",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.30575056,44.69113626,0,0,0,0,0,0,0
"135","Cumberland","Maine","carya_ovata","NA_getlater",NA,NA,"NEBC",7,"Jul",26,1921,"7/26/1921",0,0,0,0,0,0,0,0,0,3,0,0,0,-70.42166764,43.85089087,0,0,0,0,0,0,0
"136","Cumberland","Maine","carya_ovata","NA_getlater",NA,NA,"Gray",7,"Jul",27,1903,"7/27/1903",0,0,0,0,0,0,0,0,0,2,0,0,0,-70.42166764,43.85089087,0,0,0,0,0,0,0
"137","Cumberland","Maine","desmodium_canadense","NA_getlater",NA,NA,"NEBC",8,"Aug",11,1908,"8/11/1908",3,0,3,0,0,0,0,0,0,0,0,0,0,-70.42166764,43.85089087,1,0,1,0,0,0,0
"138","Cumberland","Maine","desmodium_canadense","NA_getlater","134",NA,"NEBC",8,"Aug",7,1904,"8/7/1904",3,0,0,0,0,0,0,0,0,0,0,0,0,-70.42166764,43.85089087,1,0,0,0,0,0,0
"139","Cumberland","Maine","carya_ovata","NA_getlater",NA,NA,"Gray",7,"Jul",27,1903,"7/27/1903",0,0,0,0,0,0,0,0,0,2,0,0,0,-70.42166764,43.85089087,0,0,0,0,0,0,0
"140","Cumberland","Maine","vaccinium_angustifolium","K_Furbish",NA,NA,"NEBC",7,"Jul",4,1904,"7/4/1904",2,0,0,0,0,0,0,0,0,0,0,0,0,-70.42166764,43.85089087,1,0,0,0,0,0,0
"141","Cumberland","Maine","desmodium_canadense","NA_getlater","757",NA,"NEBC",8,"Aug",19,1904,"8/19/1904",0,0,0,0,0,0,0,0,0,3,0,0,0,-70.42166764,43.85089087,0,0,0,0,0,0,0
"142","Cumberland","Maine","carya_ovata","NA_getlater",NA,NA,"NEBC_",6,"Jun",23,1902,"6/23/1902",0,0,0,0,0,0,0,0,0,2,0,0,0,-70.42166764,43.85089087,0,0,0,0,0,0,0
"143","Dukes","Massachusetts","vaccinium_angustifolium","FC_Seymour","1758",NA,"GH",9,"Sep",11,1917,"9/11/1917",2,0,3,0,0,0,0,0,0,0,0,0,0,-70.63580856,41.38783074,1,0,1,0,0,0,0
"144","Dukes","Massachusetts","desmodium_canadense","NA_getlater","1241",NA,"Gray",9,"Sep",12,1917,"9/12/1917",2,3,0,0,3,0,0,0,0,0,0,0,0,-70.63580856,41.38783074,1,1,0,0,0,0,1
"145","Dukes","Massachusetts","vaccinium_angustifolium","SD_McKelvey",NA,NA,"AA",7,"Jul",31,1925,"7/31/1925",2,1,1,0,0,0,0,0,0,0,0,0,0,-70.63580856,41.38783074,1,1,1,0,0,0,0
"146","Dukes","Massachusetts","vaccinium_angustifolium","FC_Seymour","1758",NA,"NEBC",9,"Sep",11,1917,"9/11/1917",1,0,1,0,0,0,0,0,0,1,0,0,0,-70.63580856,41.38783074,1,0,1,0,0,0,0
"147","Dukes","Massachusetts","desmodium_canadense","NA_getlater","1241",NA,"NEBC",9,"Sep",12,1917,"9/12/1917",3,3,0,2,0,0,0,0,0,0,0,0,0,-70.63580856,41.38783074,1,1,0,0,0,1,0
"148","Dukes","Massachusetts","desmodium_canadense","NA_getlater",NA,NA,"NEBC",10,"Oct",5,1911,"10/5/1911",4,0,0,0,0,0,0,0,0,0,0,0,0,-70.63580856,41.38783074,1,0,0,0,0,0,0
"149","Dukes","Massachusetts","vaccinium_angustifolium","EJ_Palmer","45050",NA,"AA",6,"Jun",28,1940,"6/28/1940",3,0,0,0,0,0,0,0,0,0,0,0,0,-70.63580856,41.38783074,1,0,0,0,0,0,0
"150","Essex","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,NA,9,"Sep",19,1908,"9/19/1908",5,0,0,0,0,0,0,0,0,0,0,0,0,-70.95675298,42.67251757,1,0,0,0,0,0,0
"151","Essex","Massachusetts","vaccinium_angustifolium","LA_Wheeler","109203",NA,"NEBC",5,"May",12,1922,"5/12/1922",0,0,0,0,0,0,0,0,0,0,0,0,0,-70.95675298,42.67251757,0,0,0,0,0,0,0
"152","Essex","Massachusetts","quercus_bicolor","NA_getlater","3372",NA,"Arnold",7,"Jul",8,1924,"7/8/1924",0,0,0,0,0,0,0,0,0,0,0,0,0,-70.95675298,42.67251757,0,0,0,0,0,0,0
"153","Essex","Massachusetts","carya_ovata","NA_getlater",NA,NA,"NEBC",6,"Jun",14,1913,"6/14/1913",3,1,0,0,0,0,0,0,0,1,0,0,0,-70.95675298,42.67251757,1,1,0,0,0,0,0
"154","Essex","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC",9,"Sep",19,1935,"9/19/1935",1,2,0,0,0,0,0,0,0,0,0,0,0,-70.95675298,42.67251757,1,1,0,0,0,0,0
"155","Essex","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"Arnold",7,"Jul",21,1942,"7/21/1942",1,0,0,0,0,0,0,0,0,0,0,0,0,-70.95675298,42.67251757,1,0,0,0,0,0,0
"156","Essex","Massachusetts","carya_ovata","NA_getlater",NA,NA,"NEBC",9,"Sep",29,1932,"9/29/1932",4,1,0,0,0,0,0,0,0,2,0,0,0,-70.95675298,42.67251757,1,1,0,0,0,0,0
"157","Essex","Massachusetts","desmodium_canadense","NA_getlater",NA,NA,"NEBC",7,"Jul",9,1933,"7/9/1933",2,0,0,0,0,0,0,0,0,0,0,0,0,-70.95675298,42.67251757,1,0,0,0,0,0,0
"158","Essex","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"Gray",10,"Oct",7,1884,"10/7/1884",5,1,0,0,0,0,0,0,0,0,0,0,0,-70.95675298,42.67251757,1,1,0,0,0,0,0
"159","Essex","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"Arnold",10,"Oct",7,1884,"10/7/1884",2,1,0,0,0,0,0,0,0,1,0,0,0,-70.95675298,42.67251757,1,1,0,0,0,0,0
"160","Essex","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"Arnold",5,"May",21,1886,"5/21/1886",0,0,0,0,0,0,0,0,0,0,0,0,0,-70.95675298,42.67251757,0,0,0,0,0,0,0
"161","Essex","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"Gray",9,"Sep",27,1949,"9/27/1949",2,2,0,0,0,0,1,0,0,0,0,0,1,-70.95675298,42.67251757,1,1,0,0,1,0,0
"162","Essex","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC",9,"Sep",23,1954,"9/23/1954",4,0,0,0,0,0,0,0,0,1,0,0,0,-70.95675298,42.67251757,1,0,0,0,0,0,0
"163","Essex","Massachusetts","carya_ovata","NA_getlater",NA,NA,"NEBC",5,"May",31,1902,"5/31/1902",1,0,0,0,0,0,0,0,0,0,0,0,0,-70.95675298,42.67251757,1,0,0,0,0,0,0
"164","Essex","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC",7,"Jul",15,1916,"7/15/1916",5,0,0,0,0,0,0,0,0,0,0,0,0,-70.95675298,42.67251757,1,0,0,0,0,0,0
"165","Essex","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC",6,"Jun",6,1903,"6/6/1903",0,0,0,0,0,0,0,0,0,0,0,0,0,-70.95675298,42.67251757,0,0,0,0,0,0,0
"166","Essex","Massachusetts","carya_ovata","NA_getlater",NA,NA,"Arnold",5,"May",24,1902,"5/24/1902",1,0,0,0,0,0,0,0,0,0,0,0,0,-70.95675298,42.67251757,1,0,0,0,0,0,0
"167","Essex","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC",5,"May",23,1903,"5/23/1903",1,0,0,0,0,0,0,0,0,0,0,0,0,-70.95675298,42.67251757,1,0,0,0,0,0,0
"168","Essex","Vermont","vaccinium_angustifolium","AS_Pease","32565",NA,"NEBC",5,"May",31,1947,"5/31/1947",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.73694682,44.72685019,0,0,0,0,0,0,0
"169","Essex","Vermont","vaccinium_angustifolium","AS_Pease","33709",NA,"NEBC",7,"Jul",19,1948,"7/19/1948",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.73694682,44.72685019,0,0,0,0,0,0,0
"170","Essex","Vermont","vaccinium_angustifolium","AS_Pease","39456",NA,"NEBC",5,"May",26,1959,"5/26/1959",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.73694682,44.72685019,0,0,0,0,0,0,0
"171","Fairfield","Connecticut","vaccinium_angustifolium","EH_Eames","2",NA,"NEBC",5,"May",16,1898,"5/16/1898",0,0,0,0,0,0,0,0,0,0,0,0,0,-73.38971484,41.2735673,0,0,0,0,0,0,0
"172","Fairfield","Connecticut","vaccinium_angustifolium","EH_Eames",NA,NA,"NEBC",5,"May",16,1898,"5/16/1898",1,0,0,0,0,0,0,0,0,0,0,0,0,-73.38971484,41.2735673,1,0,0,0,0,0,0
"173","Fairfield","Connecticut","vaccinium_angustifolium","EH_Eames",NA,NA,"GH",5,"May",13,1898,"5/13/1898",0,0,0,0,0,0,0,0,0,0,0,0,0,-73.38971484,41.2735673,0,0,0,0,0,0,0
"174","Fairfield","Connecticut","carya_ovata","NA_getlater",NA,NA,"NEBC",6,"Jun",22,1963,"6/22/1963",1,0,1,0,0,0,2,0,0,0,0,0,0,-73.38971484,41.2735673,1,0,1,0,1,0,0
"175","Fairfield","Connecticut","carya_ovata","NA_getlater",NA,NA,"NEBC",6,"Jun",22,1963,"6/22/1963",2,0,0,0,0,0,0,0,0,0,0,0,0,-73.38971484,41.2735673,1,0,0,0,0,0,0
"176","Fairfield","Connecticut","quercus_bicolor","NA_getlater",NA,NA,"Gray",5,"May",14,1896,"5/14/1896",3,0,0,0,0,0,0,0,0,0,0,0,0,-73.38971484,41.2735673,1,0,0,0,0,0,0
"177","Fairfield","Connecticut","desmodium_canadense","NA_getlater",NA,NA,"NEBC",9,"Sep",5,1901,"9/5/1901",1,0,0,0,0,0,0,0,0,0,1,0,0,-73.38971484,41.2735673,1,0,0,0,0,0,0
"178","Fairfield","Connecticut","carya_ovata","NA_getlater",NA,NA,"Gray",5,"May",25,1890,"5/25/1890",0,0,0,0,0,0,0,0,0,0,0,0,0,-73.38971484,41.2735673,0,0,0,0,0,0,0
"179","Franklin","Maine","vaccinium_angustifolium","AS_Pease","26760",NA,"NEBC",7,"Jul",21,1938,"7/21/1938",0,0,0,0,0,0,0,0,0,1,0,0,0,-70.44456105,44.97446879,0,0,0,0,0,0,0
"180","Franklin","Maine","vaccinium_angustifolium","CH_Knowlton",NA,NA,"NEBC",6,"Jun",27,1940,"6/27/1940",0,0,0,0,0,0,0,0,0,0,0,0,0,-70.44456105,44.97446879,0,0,0,0,0,0,0
"181","Franklin","Maine","desmodium_canadense","NA_getlater",NA,NA,"NEBC",8,"Aug",6,1913,"8/6/1913",1,1,0,0,0,0,0,0,0,0,1,0,0,-70.44456105,44.97446879,1,1,0,0,0,0,0
"182","Franklin","Maine","desmodium_canadense","NA_getlater","17520",NA,"NEBC",8,"Aug",9,1919,"8/9/1919",0,0,0,0,0,0,0,0,0,3,0,0,0,-70.44456105,44.97446879,0,0,0,0,0,0,0
"183","Franklin","Maine","vaccinium_angustifolium","AS_Pease","26832",NA,"NEBC",7,"Jul",21,1938,"7/21/1938",0,2,0,0,0,0,0,0,0,0,0,0,0,-70.44456105,44.97446879,0,1,0,0,0,0,0
"184","Franklin","Maine","vaccinium_angustifolium","CH_Knowlton",NA,NA,"NEBC",8,"Aug",24,1909,"8/24/1909",5,2,0,0,0,0,0,0,0,0,0,0,0,-70.44456105,44.97446879,1,1,0,0,0,0,0
"185","Franklin","Maine","vaccinium_angustifolium","CH_Knowlton","604",NA,"NEBC",7,"Jul",4,1899,"7/4/1899",1,0,0,0,0,0,0,0,0,0,0,0,0,-70.44456105,44.97446879,1,0,0,0,0,0,0
"186","Franklin","Massachusetts","desmodium_canadense","NA_getlater","86",NA,"Gray",8,"Aug",19,1908,"8/19/1908",2,1,0,0,0,0,0,0,0,0,0,0,0,-72.59088089,42.58285555,1,1,0,0,0,0,0
"187","Franklin","Massachusetts","desmodium_canadense","NA_getlater","2188",NA,"NEBC",8,"Aug",25,1902,"8/25/1902",0,1,0,0,0,0,0,0,0,0,0,0,0,-72.59088089,42.58285555,0,1,0,0,0,0,0
"188","Franklin","Massachusetts","carya_ovata","NA_getlater","1487",NA,"Gray",8,"Aug",26,1963,"8/26/1963",1,1,0,0,1,0,0,0,0,0,0,0,0,-72.59088089,42.58285555,1,1,0,0,0,0,1
"189","Franklin","Massachusetts","carya_ovata","NA_getlater",NA,NA,"NEBC",6,"Jun",10,1911,"6/10/1911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.59088089,42.58285555,NA,NA,NA,NA,NA,NA,NA
"190","Franklin","Massachusetts","carya_ovata","NA_getlater",NA,NA,"NEBC",8,"Aug",8,1970,"8/8/1970",2,0,0,0,0,0,0,0,3,0,0,0,0,-72.59088089,42.58285555,1,0,0,1,0,0,0
"191","Franklin","Massachusetts","desmodium_canadense","NA_getlater","4786",NA,"NEBC",8,"Aug",26,1936,"8/26/1936",4,0,0,0,0,0,0,0,0,0,0,0,0,-72.59088089,42.58285555,1,0,0,0,0,0,0
"192","Franklin","Massachusetts","carya_ovata","NA_getlater",NA,NA,"NEBC",9,"Sep",21,1970,"9/21/1970",4,0,0,0,0,0,0,0,0,4,0,0,0,-72.59088089,42.58285555,1,0,0,0,0,0,0
"193","Franklin","Massachusetts","carya_ovata","NA_getlater","1490",NA,"Gray",8,"Aug",29,1963,"8/29/1963",2,0,0,0,0,0,0,0,0,0,0,0,0,-72.59088089,42.58285555,1,0,0,0,0,0,0
"194","Franklin","Massachusetts","desmodium_canadense","NA_getlater",NA,NA,"NEBC",8,"Aug",2,1898,"8/2/1898",0,1,0,0,0,0,0,0,0,0,0,0,0,-72.59088089,42.58285555,0,1,0,0,0,0,0
"195","Franklin","Massachusetts","carya_ovata","NA_getlater",NA,NA,"NEBC",5,"May",15,1915,"5/15/1915",2,0,0,0,0,0,0,0,0,0,0,0,0,-72.59088089,42.58285555,1,0,0,0,0,0,0
"196","Franklin","Massachusetts","carya_ovata","NA_getlater",NA,NA,"NEBC",9,"Sep",27,1970,"9/27/1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.59088089,42.58285555,NA,NA,NA,NA,NA,NA,NA
"197","Franklin","Vermont","desmodium_canadense","NA_getlater",NA,NA,"Gray",9,"Sep",10,1906,"9/10/1906",1,0,0,0,0,0,0,0,0,0,0,0,0,-72.91218769,44.85732541,1,0,0,0,0,0,0
"198","Franklin","Vermont","desmodium_canadense","NA_getlater","28402",NA,"NEBC",7,"Jul",20,1938,"7/20/1938",2,1,0,0,0,0,0,0,0,0,0,0,0,-72.91218769,44.85732541,1,1,0,0,0,0,0
"199","Franklin","Vermont","desmodium_canadense","NA_getlater",NA,NA,"NEBC",7,"Jul",15,1939,"7/15/1939",0,0,0,0,0,0,0,0,0,0,0,0,0,-72.91218769,44.85732541,0,0,0,0,0,0,0
"200","Franklin","Vermont","desmodium_canadense","NA_getlater",NA,NA,"NEBC",8,"Aug",19,1980,"8/19/1980",3,1,0,0,0,0,0,0,0,0,0,0,0,-72.91218769,44.85732541,1,1,0,0,0,0,0
"201","Grafton","New Hampshire","vaccinium_angustifolium","EF_Williams",NA,NA,"GH",7,"Jul",19,1907,"7/19/1907",1,0,0,0,0,0,0,0,0,0,0,0,0,-71.82037983,43.94064865,1,0,0,0,0,0,0
"202","Grafton","New Hampshire","desmodium_canadense","NA_getlater","23107",NA,"NEBC",8,"Aug",26,1932,"8/26/1932",1,0,0,0,0,0,0,0,0,0,0,0,0,-71.82037983,43.94064865,1,0,0,0,0,0,0
"203","Grafton","New Hampshire","desmodium_canadense","NA_getlater",NA,NA,"NEBC",7,"Jul",9,1938,"7/9/1938",3,0,0,0,0,0,0,0,0,0,0,0,0,-71.82037983,43.94064865,1,0,0,0,0,0,0
"204","Grafton","New Hampshire","vaccinium_angustifolium","ML_Fernald","11845",NA,"NEBC",7,"Jul",30,1915,"7/30/1915",2,0,0,0,0,0,0,0,0,0,0,0,0,-71.82037983,43.94064865,1,0,0,0,0,0,0
"205","Grafton","New Hampshire","desmodium_canadense","NA_getlater","19793",NA,"NEBC",7,"Jul",26,1926,"7/26/1926",2,0,0,0,0,0,0,0,0,0,0,0,0,-71.82037983,43.94064865,1,0,0,0,0,0,0
"206","Grafton","New Hampshire","vaccinium_angustifolium","AR_Hodgdon","5352",NA,"NEBC",6,"Jun",23,1945,"6/23/1945",2,1,0,0,0,0,0,0,0,0,0,0,0,-71.82037983,43.94064865,1,1,0,0,0,0,0
"207","Grafton","New Hampshire","vaccinium_angustifolium","FLS","2509",NA,"NEBC",8,"Aug",28,1956,"8/28/1956",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.82037983,43.94064865,0,0,0,0,0,0,0
"208","Grafton","New Hampshire","vaccinium_angustifolium","E_Faxon_CE_Faxon",NA,NA,"GH",7,"Jul",11,1897,"7/11/1897",2,1,0,0,0,0,0,0,0,0,0,0,0,-71.82037983,43.94064865,1,1,0,0,0,0,0
"209","Grafton","New Hampshire","vaccinium_angustifolium","AS_Pease","30075",NA,"NEBC",6,"Jun",2,1943,"6/2/1943",0,0,0,0,0,0,0,0,0,0,0,0,0,-71.82037983,43.94064865,0,0,0,0,0,0,0
"210","Grafton","New Hampshire","desmodium_canadense","NA_getlater","27352",NA,"NEBC",7,"Jul",29,1939,"7/29/1939",1,0,0,0,0,0,0,0,0,0,0,0,0,-71.82037983,43.94064865,1,0,0,0,0,0,0
"211","Grand Isle","Vermont","quercus_bicolor","NA_getlater",NA,NA,"NEBC",7,"Jul",24,1935,"7/24/1935",3,0,0,0,0,0,0,0,0,1,0,0,0,-73.29579597,44.79648049,1,0,0,0,0,0,0
"212","Grand Isle","Vermont","desmodium_canadense","NA_getlater",NA,NA,"NEBC",8,"Aug",17,1935,"8/17/1935",1,0,0,0,0,0,0,0,0,0,0,0,0,-73.29579597,44.79648049,1,0,0,0,0,0,0
"213","Grand Isle","Vermont","quercus_bicolor","NA_getlater",NA,NA,"NEBC",7,"Jul",15,1937,"7/15/1937",1,0,0,0,0,0,3,0,0,0,0,0,0,-73.29579597,44.79648049,1,0,0,0,1,0,0
"214","Hampden","Massachusetts","vaccinium_angustifolium","H_StJohn_D_White","94",NA,"NEBC",5,"May",17,1913,"5/17/1913",0,0,0,0,0,0,0,0,0,0,0,0,0,-72.63148328,42.13519179,0,0,0,0,0,0,0
"215","Hampden","Massachusetts","vaccinium_angustifolium","CH_Knowlton_FW_Hunnewell",NA,NA,"NEBC",5,"May",17,1913,"5/17/1913",4,0,0,0,0,0,0,0,0,0,0,0,0,-72.63148328,42.13519179,1,0,0,0,0,0,0
"216","Hampden","Massachusetts","vaccinium_angustifolium","CA_Weatherby","5199",NA,"NEBC",7,"Jul",23,1923,"7/23/1923",2,1,0,0,0,0,0,0,0,0,0,0,0,-72.63148328,42.13519179,1,1,0,0,0,0,0
"217","Hampden","Massachusetts","carya_ovata","NA_getlater",NA,NA,"Gray",9,"Sep",20,1913,"9/20/1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.63148328,42.13519179,NA,NA,NA,NA,NA,NA,NA
"218","Hampden","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC",8,"Aug",19,1914,"8/19/1914",0,0,0,0,0,0,0,0,5,0,0,0,0,-72.63148328,42.13519179,0,0,0,1,0,0,0
"219","Hampden","Massachusetts","carya_ovata","NA_getlater",NA,NA,"NEBC",5,"May",18,1913,"5/18/1913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-72.63148328,42.13519179,NA,NA,NA,NA,NA,NA,NA
"220","Hampden","Massachusetts","carya_ovata","NA_getlater",NA,NA,"NEBC",5,"May",17,1913,"5/17/1913",0,0,0,0,0,0,0,0,0,0,0,0,0,-72.63148328,42.13519179,0,0,0,0,0,0,0
"221","Hampden","Massachusetts","carya_ovata","NA_getlater",NA,NA,"NEBC",5,"May",17,1913,"5/17/1913",0,0,0,0,0,0,0,0,0,0,0,0,0,-72.63148328,42.13519179,0,0,0,0,0,0,0
"222","Hampden","Massachusetts","desmodium_canadense","NA_getlater","40526",NA,"NEBC",8,"Aug",13,2008,"8/13/2008",1,2,0,0,0,0,0,0,0,0,0,0,0,-72.63148328,42.13519179,1,1,0,0,0,0,0
"223","Hampden","Massachusetts","desmodium_canadense","NA_getlater",NA,NA,"NEBC",9,"Sep",23,1915,"9/23/1915",1,0,2,0,0,0,0,0,0,0,0,0,0,-72.63148328,42.13519179,1,0,1,0,0,0,0
"224","Hampden","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"Gray_",9,"Sep",24,1929,"9/24/1929",4,0,2,1,0,0,0,0,2,0,0,0,0,-72.63148328,42.13519179,1,0,1,1,0,1,0
"225","Hampden","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC",5,"May",18,1913,"5/18/1913",3,0,0,0,0,0,0,0,0,0,0,0,0,-72.63148328,42.13519179,1,0,0,0,0,0,0
"226","Hampden","Massachusetts","desmodium_canadense","NA_getlater","486",NA,"Gray",9,"Sep",8,1925,"9/8/1925",1,0,0,2,0,0,0,0,0,0,0,0,0,-72.63148328,42.13519179,1,0,0,0,0,1,0
"227","Hampden","Massachusetts","desmodium_canadense","NA_getlater","40526",NA,"NEBC",8,"Aug",13,2008,"8/13/2008",2,3,1,0,0,0,0,0,0,0,0,0,0,-72.63148328,42.13519179,1,1,1,0,0,0,0
"228","Hampshire","Massachusetts","vaccinium_angustifolium","AS_Goodale_SF_Potsubay_FR_StJohn",NA,NA,"NEBC",7,"Jul",23,1931,"7/23/1931",2,3,0,0,0,0,0,0,0,0,0,0,0,-72.66388792,42.34002109,1,1,0,0,0,0,0
"229","Hampshire","Massachusetts","carya_ovata","NA_getlater",NA,NA,"Arnold",7,"Jul",23,1932,"7/23/1932",1,0,0,0,0,0,0,0,3,0,0,0,0,-72.66388792,42.34002109,1,0,0,1,0,0,0
"230","Hampshire","Massachusetts","vaccinium_angustifolium","AS_Goodale_SF_Potsubay_FR_StJohn",NA,NA,"NEBC",7,"Jul",7,1931,"7/7/1931",5,0,0,0,0,0,0,0,0,0,0,0,0,-72.66388792,42.34002109,1,0,0,0,0,0,0
"231","Hampshire","Massachusetts","carya_ovata","NA_getlater",NA,NA,"Gray",8,"Aug",2,1942,"8/2/1942",0,0,0,0,0,0,2,0,4,0,0,0,0,-72.66388792,42.34002109,0,0,0,1,1,0,0
"232","Hampshire","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC",9,"Sep",2,1979,"9/2/1979",5,0,0,1,0,0,0,0,0,0,0,0,0,-72.66388792,42.34002109,1,0,0,0,0,1,0
"233","Hampshire","Massachusetts","quercus_bicolor","NA_getlater",NA,NA,"NEBC",9,"Sep",7,1979,"9/7/1979",2,2,3,0,0,0,0,0,0,0,0,0,0,-72.66388792,42.34002109,1,1,1,0,0,0,0
